stimulus_id	type	description	HED	NSD_id	present
stim-nsd03435	image	The photograph is dominated by a single commercial airplane occupying the foreground and spanning nearly the full width of the frame, positioned centrally and tilted slightly upward with its nose pointing toward the left and its tail toward the right. The aircraft's fuselage is predominantly white, marked with blue text reading "CHINA SOUTHERN" alongside Chinese characters on the forward section, and features a blue underbelly and a stylized blue tail logo positioned at the upper-right of the frame. Two engines are visible beneath the wings in the lower-center portion, and the landing gear appears retracted or partially obscured. The wings extend outward, with the near wing angling upward toward the right. The background consists entirely of a flat, overcast gray sky, filling the upper and surrounding areas with no clouds, horizon, or ground elements visible. The lighting is diffuse and even, consistent with cloud cover, producing soft shadows and minimal contrast across the aircraft's surfaces. The overall color scheme is muted, combining the cool gray backdrop with the white, blue, and subtle accents of the plane. The composition is horizontal and centered, emphasizing the isolated aircraft against an empty sky with no other objects, people,	Sensory-event, Visual-presentation, Photograph, (Vehicle, Aircraft, White, (Blue, Word, Label/CHINA-SOUTHERN), Center-of, Foreground-view, Horizontally-oriented), ((Aircraft, Nose), To-left-of, (Aircraft, Label/Tail)), (Blue, Icon, Upper-right-of), (Group-of, Engine, Lower-center-of), (Gray, Natural-feature/Sky, Background-view, Environmental-property/Overcast), (Luminance/Diffuse, Luminance, Low, Luminance-contrast)	3435	false
stim-nsd03450	image	In the foreground, positioned at the center-right of the frame and occupying the lower-middle vertical zone, a young child rides a surfboard, captured in a crouched, knees-bent stance with both arms extended outward for balance. The child wears a short-sleeved reddish-pink garment and has dark, wet hair; a dark ankle strap connects the right foot to the blue surfboard visible beneath, which angles diagonally from lower-center toward the right edge. The child interacts directly with the water, planing across a small green-toned wave that curls just behind and below them in the center of the frame. In the background, filling the upper portion of the image from left to right, larger breaking waves produce broad bands of white foam and turbulent spray. The overall color scheme combines cool greens and blue-grays of the ocean water with the warm reddish accent of the child's clothing, creating a strong chromatic contrast. Lighting appears bright and diffuse, illuminating the child's front and the foam evenly without harsh shadows. The composition is horizontally layered, with the human subject sharply focused against the softer, textured wave background behind.	Sensory-event, Visual-presentation, (Human-agent, Experiment-participant, Label/Child, Foreground-view, (Age, Label/Young), (Crouching, (Flex, Knee)), ((Upper-extremity), Away-from), (Hair, Black), ((Label/Short-sleeved, Red-color), Clothing), (Center-of, Right-side-of), Lower-center-of), ((Human-agent), Interacts-with, (Ride, (Blue, Man-made-object/Board))), ((Blue, Man-made-object/Board), (To-right-of, Lower-center-of), Rotated), (Right, Foot, Connected-to, (Black, Clothing)), ((Human-agent), Interacts-with, (Natural-feature/Water)), ((Green-color, Small), Natural-feature/Ocean, Behind, Below, Center-of), (Background-view, Upper-center-of, (White, Natural-feature/Foam), Label/Turbulent), (Label/Luminance-contrast-High, (Green-color, Blue-color, Red-color)), (Luminance/Bright, Luminance/Diffuse)	3450	false
stim-nsd03490	image	A large brown bear dominates the center of the frame, positioned in the middle ground, standing partially submerged in turquoise-blue water that occupies the entire lower half and foreground of the image. The bear's body faces slightly leftward while its head turns toward the camera, with its dark brown, wet fur showing lighter grayish tones along the back and shoulders. Its front is obscured by the water, and faint reflections of its form appear on the rippled water surface directly below and in front of it. In the background, spanning the upper portion of the frame, is a bank covered with moss-draped rocks, green vegetation, and darker foliage extending from left to right, with denser greenery concentrated in the upper right and left corners. The lighting appears natural and diffused, illuminating the bear's face and back while casting soft shadows beneath its head. The overall color scheme combines cool blue-green water tones in the lower and central regions with warmer brown and green earth tones in the upper background. The composition is roughly symmetrical, centering the bear as the primary subject against the horizontal division between water and shoreline.	Sensory-event, Visual-presentation, ((Animal-agent, Label/Bear, Large, Brown), (Center-of, Image)), ((Animal-agent, Label/Bear), (Contained-in, (Blue, Green, Natural-feature/Water))), ((Blue, Green, Natural-feature/Water), (Foreground-view, Image)), ((Plant/Moss, Rocky-terrain, Green, Plant), (Background-view, Image)), (Symmetrical, Image)	3490	false
stim-nsd03627	image	In the foreground, occupying the lower and central portion of the frame, a person lies prone on a bed, propped on their elbows and facing right toward an open silver laptop positioned in the center-right, its screen displaying reddish content while their hands rest on the keyboard. The person has wet, dark hair and a visible tattoo on their upper left shoulder, and their body is partly draped by a brownish blanket over rust-orange bedding that spreads across the lower frame. To the left, in the mid-ground, a dark-furred animal, likely a cat, rests close to the person's arm. Behind them in the background, a metal bed frame, a plaid yellow-and-black pillow, and rumpled bedding fill the center-left, while the upper right shows a bright window with vertical curtains letting in daylight, alongside stacked cardboard boxes and indistinct objects on the right. The overall color scheme combines warm oranges and browns in the bedding with cooler grays and blues in the background wall and shadows. Lighting is natural, entering from the right-side window, creating soft illumination on the figure and darker tones on the left.	Sensory-event, Visual-presentation, Foreground-view, ((Human-agent, Experiment-participant, Prone, (Hair, Black), (Torso, Left, Label/Tattoo)), Interacts-with, (Laptop-computer, Silver, (Computer-screen, Red), Center-of)), ((Human-agent), (Hand, (Rest, Keyboard))), (Animal-agent, Animal/Cat, Black, To-left-of, Adjacent-to, (Upper-extremity)), (Label/Blanket, Brown), (Furnishing, Label/Bedding, Orange, Lower-center-of), (Furnishing, Label/Bed-frame, Steel, Background-view), (Furnishing, Label/Pillow, Yellow, Black, Left-side-of), (Window, Upper-right-of, Background-view), (Furnishing, Label/Curtains, Vertically-oriented), (Box, Paper, Right-side-of), (Outdoors, Label/Daylight, To-right-of)	3627	false
stim-nsd03683	image	In the immediate foreground, occupying the lower portion of the frame, a calm body of water spans horizontally, its surface reflecting a pale, muted grey-blue tone. Along the lower-left and lower-right edges, green grassy banks and low vegetation frame the water. In the middle ground, spanning the center and extending across the width of the frame, a concrete elevated railway bridge supported by thick cylindrical pillars carries a high-speed train moving from center toward the right side; the train has a sleek, rounded white nose and dark blue and lighter body panels. Near the bridge's base on the right, several small parked vehicles are visible against the bank. In the background, occupying the left and center at mid-height, clusters of pale multi-story apartment buildings rise, backed by dark, forested mountain ridges that recede into hazy atmosphere toward the upper left. The upper portion of the frame is filled by a bright, overcast, whitish-grey sky. Overhead electrical catenary wires and support poles rise above the train on the right. The overall color scheme is subdued, dominated by greys, muted greens, and soft blues, with flat, diffuse lighting suggesting hazy daytime conditions.	Sensory-event, Visual-presentation, ((Foreground-view, (Body-part)), ((Natural-feature/Water), (Horizontally-oriented, Blue-color, Gray-color)), ((Grassy-terrain, Green), (Lower-left-of, Lower-right-of)), ((Building, Man-made-object/Bridge, (Manufactured-material), (Cylinder)), (Center-of, (Track))), ((Train, White, Blue, (Visual-attribute/Rounded)), (Move, Rightward)), ((Vehicle, (Group-of)), (Right-side-of)), ((Building, (Group-of)), (Background-view, Upper-left-of)), ((Mountain, (Group-of)), Background-view), ((Natural-feature/Sky, White, Gray), Above)), Environmental-property/Cloudy, Gray-color, Green-color, Blue-color	3683	false
stim-nsd03688	image	The photograph depicts a living room with warm yellow-toned walls occupying the upper and central background portions of the frame. In the center-background sits a green three-cushion sofa with visible armrests and back cushions, positioned against the wall. To the right, a large window with white multi-pane framing lets in bright natural light in the upper-right corner. Below and right of center stands a dark wooden upright piano with a bench, alongside a wooden-framed chair with cushions holding what appears to be a book or papers. In the foreground center-left, a dark wooden coffee table displays a white mug, scattered items, and a lower shelf holding papers or magazines. The floor is light honey-colored hardwood with visible plank lines running throughout the lower half of the frame. In the lower-left foreground, a red chair back and a dark cushioned object with a circular woven mat are partially visible. A doorway appears in the upper-left background, dark and recessed. The overall color scheme combines warm yellows, greens, and wood browns. Lighting is soft and natural, brightest near the window, casting gentle illumination across the room without harsh shadows or visible people or animals.	Sensory-event, Visual-presentation, Photograph, (Indoors, Room), (Yellow, (Top-of, Background-view)), ((Green, Furnishing, Label/Sofa), (Center-of, Background-view)), ((Window, White, (Property/Multi-pane)), (To-right-of, Room)), ((Brown, Furnishing, Label/Piano), (Lower-right-of, Center-of)), ((Brown, Furnishing, Label/Chair), (Book)), ((Brown, Furnishing, Label/Coffee-table), (Foreground-view, (White, Label/Mug), Paper)), (Brown, Path, Label/Hardwood-floor), ((Red, Furnishing, Label/Chair-back), (Lower-left-of, Foreground-view)), ((Door, Dark-shade), (Upper-left-of, Background-view)), (Label/Soft, Luminance)	3688	false
stim-nsd03730	image	In the foreground, occupying the center and lower portion of the frame, sits a middle-aged man with gray-and-brown hair, a graying beard, and rectangular glasses; he wears a dark brown suit jacket over a white collared shirt and a dark patterned tie decorated with circular and geometric motifs. His body is angled slightly toward the right side of the frame while his face turns leftward, his gaze directed off-camera to the left. In the lower right foreground, a black microphone on a stand rises diagonally toward his mouth. His hands rest near the lower center, and a light-colored name badge is visible on his lapel. A white object, possibly a card or paper, appears at the very bottom center. The background is predominantly dark and out of focus, with a warm reddish-orange glow in the upper right and a lighter beige projected surface in the upper left, suggesting a screen behind him. The overall color scheme is warm, dominated by browns, blacks, and amber tones, with soft directional lighting illuminating the man's face and the left side of his body against the shadowed backdrop, creating strong contrast and a centered, portrait-style composition.	Sensory-event, Visual-presentation, ((Human-agent, Male, (Age, Label/Middle-aged), (Head, (Hair, Gray, Brown)), Glasses), Foreground-view), (Center-of, ((Human-agent), Below)), ((Clothing, Brown, Dark-shade), (White, Clothing), (Clothing, Dark-shade, (Pattern, Circle))), ((Face, Turn, Leftward), (Stare, Left)), ((Torso, Rotated, Right)), (Lower-right-of, (Microphone, Black, (Towards, Mouth))), (Lower-center-of, (Hand, Rest)), (Label, (White, Torso-part)), (Lower-center-of, (White, Paper)), (Background-view, Dark-shade, ((Red-color, Orange-color), Upper-right-of), (Beige, Upper-left-of, Computer-screen)), ((Orange-color, Brown, Black), Luminance/Warm), (Luminance-contrast, Face)	3730	false
stim-nsd03810	image	The photograph depicts an open mountainous landscape divided horizontally into distinct zones. In the foreground, occupying the lower third of the frame, is a dry, arid expanse of pale tan and beige grassland scattered with small dark rocks and patches of sparse vegetation. In the middle ground, positioned across the center of the frame, a herd of roughly eight reddish-brown cattle moves toward the right; they are clustered together, with several appearing to walk or graze, and a faint cloud of dust rises behind them near the center-right, suggesting movement. The cattle are set against a band of green grass that transitions into the terrain. In the background, filling the upper-middle portion, dark green forested hills and mountain slopes rise, with the tallest peak toward the right. Above, the upper third of the frame shows a bright blue sky filled with numerous white and light-gray clouds. The overall color scheme contrasts warm earthy tans and browns in the lower and central areas with cool greens and blues above. Lighting appears bright and natural, consistent with daytime, casting soft shadows beneath the cattle. The composition is horizontally layered and balanced.	Sensory-event, Visual-presentation, Photograph, Outdoors, Mountain, (Foreground-view, (Field, Tan, Beige, Label/Dry), ((Small, Black, Rocky-terrain), (Plant, Label/Sparse))), (Group-of, Animal-agent, Brown, (Move, Rightward), (Count/8)), ((Animal-agent), (Above, (Green, Field))), (Background-view, (Hill, Green, Dark-shade), (Mountain, (To-right-of, All))), (Upper-center-of, (Blue, Natural-feature/Sky), (Group-of, (White, LightGray))), Real-world	3810	false
stim-nsd03843	image	In the foreground, occupying the center and slightly right of the frame, stands a goalkeeper wearing a bright yellow long-sleeved jersey, black shorts with white side stripes, and black-and-white socks; he is crouched forward, clutching a white and gray soccer ball with both gloved hands against his lower torso, his gaze directed downward toward the ball. The man has short, light-colored hair and is positioned in the lower-center to lower-right region of the image. Dominating the entire frame is a dark blue goal net, its diamond-patterned mesh stretching across the foreground and creating a screen-like overlay through which the scene is viewed. A white vertical goalpost is visible on the left side and behind the player. In the blurred background, occupying the upper portion, are indistinct green trees and foliage, with a lighter, hazy area suggesting sky or distant structures at the upper left. The lower ground is covered in green grass. The overall color scheme combines the vivid yellow of the jersey with cool blues and greens, under soft, diffuse natural daylight. The composition centers the crouching figure amid the enveloping netting.	Sensory-event, Visual-presentation, Outdoors, ((Human-agent, Experiment-actor, (Crouching, (Torso, Bend))), (Foreground-view, Center-of)), ((Human-agent), Interacts-with, (Man-made-object/Ball, White, Gray)), (Yellow, Clothing), (Black, Clothing), (Hair, Light-shade), ((Hand, Grasp, Man-made-object/Ball)), (Eye, Fixate, Downward), (Window, Blue, Dark-shade, Pattern, Foreground-view), (White, Vertically-oriented, Left-side-of, Building-part), ((Green, Plant), Background-view, Foreground-view), (Green, Field, Below), (Cyan, Background-view, Upper-left-of)	3843	false
stim-nsd03848	image	The photograph depicts a small, enclosed restroom interior dominated by warm beige and tan tones across the walls, ceiling, and toilet fixture, with a darker gray-and-brown speckled tile floor occupying the lower portion of the frame. In the foreground center-left sits a white toilet with an open, raised lid, its cover appearing to have an integrated seat unit; a folded white cloth or paper drapes over its left side, and thin cords or hoses extend from the base along the floor. On the far right foreground, a metallic silver shelf or dispenser projects from the wall, with a white paper element visible beneath it in the lower right. In the background upper-center, a recessed shelf holds two stacked white cylindrical objects resembling paper rolls, set within a tiled niche. A square access panel is mounted on the wall behind and above the toilet in the center. To the right of center on the wall is a small rectangular white control panel or switch. The lighting is soft, warm, and diffuse, casting gentle shadows on the floor. The composition is vertical, symmetrical, and tightly framed.	Photograph, Indoors, Room, (Beige, Tan, (Man-made-object/Wall, Roof)), ((Gray-color, Brown-color, Pattern), Path), (White, Furnishing, (Open, Top-of)), (White, Manufactured-material/Cloth), (Silver, Furnishing, (Right-side-of, Man-made-object/Wall)), (White, Paper), ((Group-of, White, Cylinder), (Contained-in, (Furnishing, Background-view))), (Square, Door, (Behind, Furnishing)), (White, Rectangle, Push-button, (To-right-of, Center-of)), (Low, Luminance), Symmetrical, Vertically-oriented	3848	false
stim-nsd03857	image	In the foreground, two young children occupy the central and right portions of the frame, seated together against a bedding backdrop. A baby is positioned center-left, wearing a striped outfit in blue, green, and white tones, with wide eyes and light hair; the baby appears to be biting or mouthing the top edge of a book. To the right sits an older boy with short brown hair, wearing light-colored pajamas patterned with small blue and green motifs. He holds a board book titled "The Lady with the Alligator Purse," which spans the lower-center of the frame; the cover shows colorful cartoon illustrations. The boy's arm extends behind the baby, suggesting a supportive or interactive posture between them. In the background, occupying the upper region, is patterned bedding or a pillow displaying illustrations including a red vehicle, greenery, and scattered decorative elements on a pale cream ground; blue fabric appears lower-left. The overall color scheme is warm and soft, dominated by creams, blues, and greens. Lighting is bright and slightly harsh, likely from a flash, illuminating the children's faces and casting subtle shadows. The composition centers the two figures closely together.	Sensory-event, Visual-presentation, (Foreground-view, ((Human-agent, Experiment-actor, Age/1 years), (Bite, (Top-edge-of, Book))), ((Human-agent, Experiment-actor, Age/4 years, Brown), (Hold-down, Book)), ((Human-agent), Interacts-with), (Label/Baby-outfit, Blue, Green, White, Pattern), (Label/Pajamas, Blue, Green, Small), (Book, (Cartoon, Image)), (Interacts-with, (Book))), (Background-view, (Furnishing, Pattern, (Red, Vehicle), Green, White-color)), (Blue, Clothing, Lower-left-of), (White-color, Blue, Green), Alert	3857	false
stim-nsd03914	image	A group of five people occupies the foreground, arranged side by side and spanning the center and filling most of the frame from left to right, positioned in the lower and middle portions. From left to right: a man in a brown jacket and pants wearing goggles on his head; a woman in a dark jacket with a red scarf and a white knit hat; a woman in a gray jacket holding ski poles; a taller man in a blue jacket wearing orange-tinted goggles pushed up on a light helmet; and a woman on the right in a bright blue and yellow jacket with a white helmet. They stand close together, several with arms around one another, indicating physical contact and grouping. In the background, upper portion of the frame, dark silhouetted evergreen trees are visible against a black night sky, and the illuminated Olympic rings logo glows behind the people on the left-center. The lighting is artificial and frontal, brightening the faces and jackets against the dark surroundings. The color scheme combines dark tones with bright accents of red, blue, and yellow. The composition is centered, symmetrical, and portrait-like.	Sensory-event, Visual-presentation, (Foreground-view, (Group-of, (Human-agent))), (Center-of, (Lower-center-of, Screen-window)), ((Male, (Clothing, Brown), (Glasses, (Top-of, Head))), Interacts-with, (Female, ((Clothing, (Dark-shade)), (Red, Clothing), (White, Clothing, (Top-of, Head))))), ((Female, (Gray, Clothing), (Tool, Label/Ski-poles)), Interacts-with, (Male, ((Blue, Clothing), (Orange, Glasses, (Top-of, Head)), (Light-shade, Assistive-device, (Top-of, Head))))), (Female, Right, ((Blue, Yellow, Clothing), (White, Assistive-device, (Top-of, Head)))), ( Interacts-with), (Background-view, (Upper-center-of, Screen-window), (Plant, Black, (Group-of, Plant))), (Black, Outdoors), (Icon, Label/Olympic-rings, (Center-of, Screen-window)), (Symmetrical)	3914	false
stim-nsd03952	image	The photograph depicts a stone clock tower occupying the upper and central portions of the frame, rising against a clear, pale blue sky that fills the entire background with no clouds or gradient visible. The tower dominates the composition, constructed of tan and beige stone with visible weathering and darker discoloration on its surfaces. Two large circular clock faces are prominent: one centered in the upper-middle of the frame facing the viewer directly, and a second on the right-facing side, both displaying white faces with ornate black metal detailing and dark hands. Above the clocks, the tower narrows into a smaller upper section with a reddish-brown roof and small arched openings at its top edge, positioned at the frame's uppermost center. The lower portion of the tower widens into a broader building base with rectangular windows, cornices, and stone ledges, some featuring small dark protruding elements along the lower right. The lighting appears natural and directional, illuminating the front and left faces brightly while casting the right side into slight shadow, indicating daytime. The overall color scheme is muted, combining warm stone tones with the cool blue sky, creating symmetrical, vertically oriented composition.	Sensory-event, Visual-presentation, Photograph, ((Building, Label/Clock-tower, (Manufactured-material, Label/Stone), Tan, Beige, Vertically-oriented, Symmetrical), (Above, (Natural-feature/Sky, Blue, Label/Clear))), ((Clock-face, Circle, White, (Black, Label/Metal-detailing)), Center-of), ((Clock-face, Circle, White, Black), Right-side-of), ((Roof, Brown-color), Top-of), ((Window, Rectangle), Below), Outdoors, (Luminance-contrast, Left-side-of)	3952	false
stim-nsd04052	image	In the foreground, two riders on horseback occupy the center and center-right of the frame, positioned on a light tan dirt path that dominates the lower portion of the image. The left rider wears a light-colored poncho with a dark hat and sits astride a brown horse whose head faces downward toward the lower-center; this horse's legs extend into the lower-left area. The right rider, wearing a dark reddish-brown poncho and a pale hat, sits on a white or light gray horse facing the viewer, occupying the center-right. Both riders appear to be moving forward along the path. In the background, dense green foliage and trees fill the upper two-thirds of the frame, spanning left to right, with darker shadowed vegetation on the upper-left and sunlit lighter-green grasses on the right edge. The overall color scheme combines earthy browns of the path and horses with saturated greens of the vegetation. Lighting is directional, with warm sunlight illuminating the right side and the riders' faces while the left background remains shadowed. The composition centers the two horse-and-rider pairs symmetrically against the foliage backdrop.	Sensory-event, Visual-presentation, ((Human-agent, Experiment-actor, (Clothing, Label/Poncho), (Clothing, Label/Hat)), Interacts-with, (Animal-agent, Animal/Horse, Brown)), ((Human-agent, Experiment-actor, (Clothing, Brown-color, Label/Poncho), (Clothing, Label/Hat)), Interacts-with, (Animal-agent, Animal/Horse, White)), (Center-of, ((Human-agent), (Animal-agent, Animal/Horse))), (Upper-right-of, ((Human-agent), (Animal-agent, Animal/Horse))), (Path, (Color-shade, Tan), Dirt-terrain, Lower-center-of), (Plant, Green, Background-view), (Plant/Tree, Green, Background-view), ((Plant, Dark-shade), Upper-left-of), ((Grassy-terrain, Green, Light-shade), Right-edge-of), Outdoors, Symmetrical, Forward	4052	false
stim-nsd04059	image	In the foreground, occupying the center-right of the frame, stands a single giraffe with its long neck bent downward and its head lowered toward the grass in the lower-center region, suggesting a feeding or grazing posture. The giraffe's body displays the characteristic reticulated pattern of brown patches separated by pale cream lines, with four slender legs planted on the ground and a dark tail hanging along its right hind leg. The lower half of the frame is dominated by a flat expanse of green grass, lit brightly and casting a soft shadow beneath the giraffe toward the lower-left. In the background, spanning the middle horizontal band of the image, a dense row of dark green trees and slender trunks forms a wooded barrier, and a thin dark fence line runs horizontally across the mid-ground, indicating an enclosure. The upper portion of the frame shows a pale blue sky partially filled with soft white and grey clouds. The overall color scheme combines earthy browns, muted greens, and cool blue-grey tones, with natural daylight producing even, diffuse illumination. The composition is balanced, with the animal anchoring the right side against horizontal layers of grass, trees, and sky.	Sensory-event, Visual-presentation, ((Animal-agent, Label/Giraffe, Brown, (Head, (Below, Torso))), (Center-of, (Foreground-view))), ((Animal-agent, Label/Giraffe), (Perform, Label/Eat)), (Grassy-terrain, Green, Lower-center-of), (Group-of, Plant, Green, Background-view), (Label/Fence, Horizontally-oriented), (Natural-feature/Sky, Blue, White, Upper-center-of), Outdoors	4059	false
